Country,Category,Year,value
Estonia,Miscellaneous goods and services,1998,4.1390413904139045
Finland,Food and non-alcoholic beverages,1998,19.155
Finland,"Alcoholic Beverages, Tobacco, and Narcotics",1998,7.834
Finland,Clothing and footwear,1998,5.677
Finland,"Housing, Water, Electricity, Gas and Other Fuels",1998,17.027
Finland,"Furnishings, household equipment and routine household maintenance",1998,5.595999999999999
Finland,Health,1998,1.6069999999999998
Finland,Transport,1998,16.227999999999998
Finland,Communication,1998,2.5349999999999997
Finland,Recreation and culture,1998,12.159999999999998
Finland,Education,1998,0.19899999999999995
Finland,Restaurants and hotels,1998,8.198999999999998
Finland,Miscellaneous goods and services,1998,3.7829999999999995
France,Food and non-alcoholic beverages,1998,19.22419224192242
France,"Alcoholic Beverages, Tobacco, and Narcotics",1998,4.6200462004620055
France,Clothing and footwear,1998,7.112071120711208
France,"Housing, Water, Electricity, Gas and Other Fuels",1998,14.156141561415614
France,"Furnishings, household equipment and routine household maintenance",1998,7.390073900739008
France,Health,1998,0.4460044600446004
France,Transport,1998,19.176191761917618
France,Communication,1998,1.9550195501955019
France,Recreation and culture,1998,8.82608826088261
France,Education,1998,0.36900369003690037
France,Restaurants and hotels,1998,9.25209252092521
France,Miscellaneous goods and services,1998,7.4730747307473075
Germany,Food and non-alcoholic beverages,1998,15.313999999999997
Germany,"Alcoholic Beverages, Tobacco, and Narcotics",1998,4.8839999999999995
Germany,Clothing and footwear,1998,7.9399999999999995
Germany,"Housing, Water, Electricity, Gas and Other Fuels",1998,21.602999999999998
Germany,"Furnishings, household equipment and routine household maintenance",1998,8.136
Germany,Health,1998,0.36199999999999993
Germany,Transport,1998,15.696999999999997
Germany,Communication,1998,2.5369999999999995
Germany,Recreation and culture,1998,12.124999999999998
Germany,Education,1998,0.24399999999999994
Germany,Restaurants and hotels,1998,5.35
Germany,Miscellaneous goods and services,1998,5.807999999999999
Greece,Food and non-alcoholic beverages,1998,22.605000000000004
Greece,"Alcoholic Beverages, Tobacco, and Narcotics",1998,3.9770000000000008
Greece,Clothing and footwear,1998,12.821000000000002
Greece,"Housing, Water, Electricity, Gas and Other Fuels",1998,13.439
Greece,"Furnishings, household equipment and routine household maintenance",1998,8.998000000000001
Greece,Health,1998,0.9420000000000002
Greece,Transport,1998,12.324
Greece,Communication,1998,2.3420000000000005
Greece,Recreation and culture,1998,5.010000000000001
Greece,Education,1998,1.4260000000000002
Greece,Restaurants and hotels,1998,9.467000000000002
Greece,Miscellaneous goods and services,1998,6.649000000000001
Hungary,Food and non-alcoholic beverages,1998,25.2
Hungary,"Alcoholic Beverages, Tobacco, and Narcotics",1998,6.726000000000002
Hungary,Clothing and footwear,1998,6.748000000000001
Hungary,"Housing, Water, Electricity, Gas and Other Fuels",1998,16.214000000000002
Hungary,"Furnishings, household equipment and routine household maintenance",1998,6.5200000000000005
Hungary,Health,1998,1.9760000000000004
Hungary,Transport,1998,12.076000000000002
Hungary,Communication,1998,3.1430000000000007
Hungary,Recreation and culture,1998,8.917000000000002
Hungary,Education,1998,0.4740000000000001
Hungary,Restaurants and hotels,1998,7.604000000000001
Hungary,Miscellaneous goods and services,1998,4.402000000000001
Iceland,Food and non-alcoholic beverages,1998,21.134
Iceland,"Alcoholic Beverages, Tobacco, and Narcotics",1998,4.19
Iceland,Clothing and footwear,1998,7.1419999999999995
Iceland,"Housing, Water, Electricity, Gas and Other Fuels",1998,10.276
Iceland,"Furnishings, household equipment and routine household maintenance",1998,7.418000000000001
Iceland,Health,1998,0.8119999999999998
Iceland,Transport,1998,18.675
Iceland,Communication,1998,1.5310000000000001
Iceland,Recreation and culture,1998,14.017
Iceland,Education,1998,0.19499999999999998
Iceland,Restaurants and hotels,1998,6.701
Iceland,Miscellaneous goods and services,1998,7.909000000000001
Ireland,Food and non-alcoholic beverages,1998,21.190788092119075
Ireland,"Alcoholic Beverages, Tobacco, and Narcotics",1998,8.89591104088959
Ireland,Clothing and footwear,1998,6.677933220667792
Ireland,"Housing, Water, Electricity, Gas and Other Fuels",1998,7.678923210767892
Ireland,"Furnishings, household equipment and routine household maintenance",1998,5.526944730552694
Ireland,Health,1998,0.6609933900660993
Ireland,Transport,1998,12.715872841271587
Ireland,Communication,1998,2.2019779802201973
Ireland,Recreation and culture,1998,12.217877821221787
Ireland,Education,1998,0.6789932100678993
Ireland,Restaurants and hotels,1998,17.382826171738284
Ireland,Miscellaneous goods and services,1998,4.170958290417095
Italy,Food and non-alcoholic beverages,1998,19.22861542769145
Italy,"Alcoholic Beverages, Tobacco, and Narcotics",1998,3.0709385812283765
Italy,Clothing and footwear,1998,11.877762444751108
Italy,"Housing, Water, Electricity, Gas and Other Fuels",1998,10.182796344073122
Italy,"Furnishings, household equipment and routine household maintenance",1998,9.995800083998322
Italy,Health,1998,1.7299654006919865
Italy,Transport,1998,12.553748925021505
Italy,Communication,1998,1.7379652406951864
Italy,Recreation and culture,1998,8.517829643407135
Italy,Education,1998,0.8669826603467932
Italy,Restaurants and hotels,1998,11.814763704725909
Italy,Miscellaneous goods and services,1998,8.422831543369135
Latvia,Food and non-alcoholic beverages,1998,40.335403354033545
Latvia,"Alcoholic Beverages, Tobacco, and Narcotics",1998,5.645056450564506
Latvia,Clothing and footwear,1998,6.296062960629606
Latvia,"Housing, Water, Electricity, Gas and Other Fuels",1998,17.753177531775318
Latvia,"Furnishings, household equipment and routine household maintenance",1998,2.6350263502635025
Latvia,Health,1998,4.331043310433104
Latvia,Transport,1998,7.240072400724008
Latvia,Communication,1998,2.109021090210902
Latvia,Recreation and culture,1998,4.868048680486805
Latvia,Education,1998,1.065010650106501
Latvia,Restaurants and hotels,1998,4.002040020400204
Latvia,Miscellaneous goods and services,1998,3.720037200372004
Lithuania,Food and non-alcoholic beverages,1998,44.207557924420755
Lithuania,"Alcoholic Beverages, Tobacco, and Narcotics",1998,5.973940260597394
Lithuania,Clothing and footwear,1998,8.96391036089639
Lithuania,"Housing, Water, Electricity, Gas and Other Fuels",1998,20.641793582064178
Lithuania,"Furnishings, household equipment and routine household maintenance",1998,2.324976750232498
Lithuania,Health,1998,1.6849831501684984
Lithuania,Transport,1998,5.341946580534195
Lithuania,Communication,1998,1.2549874501254987
Lithuania,Recreation and culture,1998,2.2399776002239977
Lithuania,Education,1998,0.6849931500684993
Lithuania,Restaurants and hotels,1998,3.8209617903820963
Lithuania,Miscellaneous goods and services,1998,2.8599714002859975
Luxembourg,Food and non-alcoholic beverages,1998,16.263
Luxembourg,"Alcoholic Beverages, Tobacco, and Narcotics",1998,2.89
Luxembourg,Clothing and footwear,1998,11.695000000000002
Luxembourg,"Housing, Water, Electricity, Gas and Other Fuels",1998,13.516
Luxembourg,"Furnishings, household equipment and routine household maintenance",1998,11.923000000000002
Luxembourg,Health,1998,0.276
Luxembourg,Transport,1998,15.900000000000002
Luxembourg,Communication,1998,1.765
Luxembourg,Recreation and culture,1998,13.679
Luxembourg,Education,1998,0.34800000000000003
Luxembourg,Restaurants and hotels,1998,6.441000000000001
Luxembourg,Miscellaneous goods and services,1998,5.304
Malta,Food and non-alcoholic beverages,1998,18.938621227575446
Malta,"Alcoholic Beverages, Tobacco, and Narcotics",1998,5.102897942041159
Malta,Clothing and footwear,1998,7.162856742865142
Malta,"Housing, Water, Electricity, Gas and Other Fuels",1998,7.4238515229695405
Malta,"Furnishings, household equipment and routine household maintenance",1998,10.615787684246316
Malta,Health,1998,2.999940001199976
Malta,Transport,1998,14.06171876562469
Malta,Communication,1998,0.9379812403751926
Malta,Recreation and culture,1998,6.28087438251235
Malta,Education,1998,1.1059778804423912
Malta,Restaurants and hotels,1998,19.58660826783464
Malta,Miscellaneous goods and services,1998,5.782884342313153
Netherlands,Food and non-alcoholic beverages,1998,16.485
Netherlands,"Alcoholic Beverages, Tobacco, and Narcotics",1998,5.048
Netherlands,Clothing and footwear,1998,7.747
Netherlands,"Housing, Water, Electricity, Gas and Other Fuels",1998,19.768
Netherlands,"Furnishings, household equipment and routine household maintenance",1998,9.793000000000001
Netherlands,Health,1998,0.6809999999999999
Netherlands,Transport,1998,14.149000000000001
Netherlands,Communication,1998,2.404
Netherlands,Recreation and culture,1998,13.546
Netherlands,Education,1998,0.483
Netherlands,Restaurants and hotels,1998,5.1819999999999995
Netherlands,Miscellaneous goods and services,1998,4.714
Norway,Food and non-alcoholic beverages,1998,16.642
Norway,"Alcoholic Beverages, Tobacco, and Narcotics",1998,3.4840000000000004
Norway,Clothing and footwear,1998,6.8790000000000004
Norway,"Housing, Water, Electricity, Gas and Other Fuels",1998,18.250999999999998
Norway,"Furnishings, household equipment and routine household maintenance",1998,8.33
Norway,Health,1998,0.826
Norway,Transport,1998,20.901
Norway,Communication,1998,2.141
Norway,Recreation and culture,1998,13.725000000000001
Norway,Education,1998,0.219
Norway,Restaurants and hotels,1998,4.507999999999999
Norway,Miscellaneous goods and services,1998,4.093999999999999
Poland,Food and non-alcoholic beverages,1998,33.66066339336606
Poland,"Alcoholic Beverages, Tobacco, and Narcotics",1998,6.429935700642991
Poland,Clothing and footwear,1998,7.421925780742191
Poland,"Housing, Water, Electricity, Gas and Other Fuels",1998,17.79882201177988
Poland,"Furnishings, household equipment and routine household maintenance",1998,4.757952420475794
Poland,Health,1998,4.021959780402195
Poland,Transport,1998,7.778922210777892
Poland,Communication,1998,1.8439815601843978
Poland,Recreation and culture,1998,6.057939420605792
Poland,Education,1998,1.0709892901070988
Poland,Restaurants and hotels,1998,2.8859711402885964
Poland,Miscellaneous goods and services,1998,6.270937290627092
Portugal,Food and non-alcoholic beverages,1998,24.612000000000002
Portugal,"Alcoholic Beverages, Tobacco, and Narcotics",1998,3.4090000000000003
Portugal,Clothing and footwear,1998,8.159
Portugal,"Housing, Water, Electricity, Gas and Other Fuels",1998,10.908
Portugal,"Furnishings, household equipment and routine household maintenance",1998,8.746
Portugal,Health,1998,0.337
Portugal,Transport,1998,22.778000000000002
Portugal,Communication,1998,2.622
Portugal,Recreation and culture,1998,4.224
Portugal,Education,1998,0.11299999999999999
Portugal,Restaurants and hotels,1998,10.036000000000001
Portugal,Miscellaneous goods and services,1998,4.056
Romania,Food and non-alcoholic beverages,1998,44.152
Romania,"Alcoholic Beverages, Tobacco, and Narcotics",1998,4.863
Romania,Clothing and footwear,1998,13.228000000000002
Romania,"Housing, Water, Electricity, Gas and Other Fuels",1998,12.014000000000001
Romania,"Furnishings, household equipment and routine household maintenance",1998,5.282000000000001
Romania,Health,1998,2.115
Romania,Transport,1998,8.061000000000002
Romania,Communication,1998,1.2170000000000003
Romania,Recreation and culture,1998,3.5479999999999996
Romania,Education,1998,0.13500000000000004
Romania,Restaurants and hotels,1998,2.9040000000000004
Romania,Miscellaneous goods and services,1998,2.4810000000000003
Slovak Republic,Food and non-alcoholic beverages,1998,29.682703172968267
Slovak Republic,"Alcoholic Beverages, Tobacco, and Narcotics",1998,4.465955340446595
Slovak Republic,Clothing and footwear,1998,11.897881021189788
Slovak Republic,"Housing, Water, Electricity, Gas and Other Fuels",1998,14.048859511404885
Slovak Republic,"Furnishings, household equipment and routine household maintenance",1998,6.0819391806081935
Slovak Republic,Health,1998,1.4669853301466984
Slovak Republic,Transport,1998,10.315896841031588
Slovak Republic,Communication,1998,1.2199878001219986
Slovak Republic,Recreation and culture,1998,9.43890561094389
Slovak Republic,Education,1998,1.1369886301136987
Slovak Republic,Restaurants and hotels,1998,5.107948920510794
Slovak Republic,Miscellaneous goods and services,1998,5.135948640513594
Slovenia,Food and non-alcoholic beverages,1998,27.42
Slovenia,"Alcoholic Beverages, Tobacco, and Narcotics",1998,3.170000000000001
Slovenia,Clothing and footwear,1998,8.970000000000002
Slovenia,"Housing, Water, Electricity, Gas and Other Fuels",1998,12.620000000000001
Slovenia,"Furnishings, household equipment and routine household maintenance",1998,7.520000000000001
Slovenia,Health,1998,0.6300000000000001
Slovenia,Transport,1998,15.730000000000002
Slovenia,Communication,1998,1.4200000000000002
Slovenia,Recreation and culture,1998,6.78
Slovenia,Education,1998,0.9900000000000001
Slovenia,Restaurants and hotels,1998,7.13
Slovenia,Miscellaneous goods and services,1998,7.620000000000002
Spain,Food and non-alcoholic beverages,1998,26.946730532694673
Spain,"Alcoholic Beverages, Tobacco, and Narcotics",1998,3.5799642003579955
Spain,Clothing and footwear,1998,11.451885481145187
Spain,"Housing, Water, Electricity, Gas and Other Fuels",1998,11.431885681143186
Spain,"Furnishings, household equipment and routine household maintenance",1998,6.422935770642294
Spain,Health,1998,0.7089929100708993
Spain,Transport,1998,14.513854861451383
Spain,Communication,1998,1.5319846801531982
Spain,Recreation and culture,1998,6.948930510694892
Spain,Education,1998,0.12699873001269985
Spain,Restaurants and hotels,1998,11.888881111188887
Spain,Miscellaneous goods and services,1998,4.446955530444694
Sweden,Food and non-alcoholic beverages,1998,17.636647267054663
Sweden,"Alcoholic Beverages, Tobacco, and Narcotics",1998,6.017879642407153
Sweden,Clothing and footwear,1998,7.088858222835544
Sweden,"Housing, Water, Electricity, Gas and Other Fuels",1998,20.836583268334635
Sweden,"Furnishings, household equipment and routine household maintenance",1998,6.061878762424752
Sweden,Health,1998,0.6629867402651948
Sweden,Transport,1998,17.97964040719186
Sweden,Communication,1998,3.451930961380773
Sweden,Recreation and culture,1998,11.015779684406313
Sweden,Education,1998,0.15899682006359878
Sweden,Restaurants and hotels,1998,5.439891202175957
Sweden,Miscellaneous goods and services,1998,3.6489270214595715
Switzerland,Food and non-alcoholic beverages,1998,
Switzerland,"Alcoholic Beverages, Tobacco, and Narcotics",1998,
Switzerland,Clothing and footwear,1998,
Switzerland,"Housing, Water, Electricity, Gas and Other Fuels",1998,
Switzerland,"Furnishings, household equipment and routine household maintenance",1998,
Switzerland,Health,1998,
Switzerland,Transport,1998,
Switzerland,Communication,1998,
Switzerland,Recreation and culture,1998,
Switzerland,Education,1998,
Switzerland,Restaurants and hotels,1998,
Switzerland,Miscellaneous goods and services,1998,
Turkey,Food and non-alcoholic beverages,1998,33.53566464335357
Turkey,"Alcoholic Beverages, Tobacco, and Narcotics",1998,2.704972950270497
Turkey,Clothing and footwear,1998,11.529884701152989
Turkey,"Housing, Water, Electricity, Gas and Other Fuels",1998,15.416845831541684
Turkey,"Furnishings, household equipment and routine household maintenance",1998,8.56291437085629
Turkey,Health,1998,2.8929710702892972
Turkey,Transport,1998,11.887881121188789
Turkey,Communication,1998,2.4019759802401977
Turkey,Recreation and culture,1998,3.175968240317597
Turkey,Education,1998,1.6879831201687985
Turkey,Restaurants and hotels,1998,3.6569634303656966
Turkey,Miscellaneous goods and services,1998,2.5459745402545977
United Kingdom,Food and non-alcoholic beverages,1998,14.399999999999999
United Kingdom,"Alcoholic Beverages, Tobacco, and Narcotics",1998,6.800000000000001
United Kingdom,Clothing and footwear,1998,6.800000000000001
United Kingdom,"Housing, Water, Electricity, Gas and Other Fuels",1998,13.600000000000001
United Kingdom,"Furnishings, household equipment and routine household maintenance",1998,9.2
United Kingdom,Health,1998,0.8
United Kingdom,Transport,1998,16.400000000000002
United Kingdom,Communication,1998,2.1999999999999997
United Kingdom,Recreation and culture,1998,13.200000000000001
United Kingdom,Education,1998,1.4000000000000001
United Kingdom,Restaurants and hotels,1998,10.6
United Kingdom,Miscellaneous goods and services,1998,4.6
Austria,Food and non-alcoholic beverages,1999,14.396000000000003
Austria,"Alcoholic Beverages, Tobacco, and Narcotics",1999,3.955
Austria,Clothing and footwear,1999,8.152000000000001
Austria,"Housing, Water, Electricity, Gas and Other Fuels",1999,14.082
Austria,"Furnishings, household equipment and routine household maintenance",1999,9.739000000000003
Austria,Health,1999,0.4010000000000001
Austria,Transport,1999,14.498
Austria,Communication,1999,2.152
Austria,Recreation and culture,1999,11.312000000000001
Austria,Education,1999,0.24900000000000005
Austria,Restaurants and hotels,1999,16.075000000000003
Austria,Miscellaneous goods and services,1999,4.989000000000001
Belgium,Food and non-alcoholic beverages,1999,20.738207382073817
Belgium,"Alcoholic Beverages, Tobacco, and Narcotics",1999,3.9020390203902036
Belgium,Clothing and footwear,1999,8.710087100871007
Belgium,"Housing, Water, Electricity, Gas and Other Fuels",1999,15.648156481564811
Belgium,"Furnishings, household equipment and routine household maintenance",1999,9.091090910909108
Belgium,Health,1999,0.8690086900869007
Belgium,Transport,1999,13.532135321353211
Belgium,Communication,1999,2.270022700227002
Belgium,Recreation and culture,1999,12.137121371213711
Belgium,Education,1999,0.0
Belgium,Restaurants and hotels,1999,7.174071740717405
Belgium,Miscellaneous goods and services,1999,5.928059280592805
Bulgaria,Food and non-alcoholic beverages,1999,44.393112137757235
Bulgaria,"Alcoholic Beverages, Tobacco, and Narcotics",1999,4.077918441631167
Bulgaria,Clothing and footwear,1999,8.233835323293533
Bulgaria,"Housing, Water, Electricity, Gas and Other Fuels",1999,15.172696546069076
Bulgaria,"Furnishings, household equipment and routine household maintenance",1999,4.4079118417631635
Bulgaria,Health,1999,3.406931861362772
Bulgaria,Transport,1999,7.34485310293794
Bulgaria,Communication,1999,1.926961460770784
Bulgaria,Recreation and culture,1999,3.1609367812643745
Bulgaria,Education,1999,0.7359852802943939
Bulgaria,Restaurants and hotels,1999,3.745925081498369
Bulgaria,Miscellaneous goods and services,1999,3.3929321413571722
Croatia,Food and non-alcoholic beverages,1999,29.104000000000003
Croatia,"Alcoholic Beverages, Tobacco, and Narcotics",1999,5.601
Croatia,Clothing and footwear,1999,7.257999999999999
Croatia,"Housing, Water, Electricity, Gas and Other Fuels",1999,12.068000000000001
Croatia,"Furnishings, household equipment and routine household maintenance",1999,6.715
Croatia,Health,1999,2.9850000000000003
Croatia,Transport,1999,11.945
Croatia,Communication,1999,2.436
Croatia,Recreation and culture,1999,7.7
Croatia,Education,1999,1.139
Croatia,Restaurants and hotels,1999,6.811
Croatia,Miscellaneous goods and services,1999,6.238
Cyprus,Food and non-alcoholic beverages,1999,23.031
Cyprus,"Alcoholic Beverages, Tobacco, and Narcotics",1999,2.441
Cyprus,Clothing and footwear,1999,10.788999999999998
Cyprus,"Housing, Water, Electricity, Gas and Other Fuels",1999,7.217
Cyprus,"Furnishings, household equipment and routine household maintenance",1999,8.662999999999998
Cyprus,Health,1999,1.9969999999999999
Cyprus,Transport,1999,21.163999999999998
Cyprus,Communication,1999,3.0229999999999997
Cyprus,Recreation and culture,1999,7.501999999999999
Cyprus,Education,1999,0.738
Cyprus,Restaurants and hotels,1999,7.683
Cyprus,Miscellaneous goods and services,1999,5.752
Czech Republic,Food and non-alcoholic beverages,1999,24.317000000000004
Czech Republic,"Alcoholic Beverages, Tobacco, and Narcotics",1999,5.305
Czech Republic,Clothing and footwear,1999,8.014000000000001
Czech Republic,"Housing, Water, Electricity, Gas and Other Fuels",1999,17.159000000000002
Czech Republic,"Furnishings, household equipment and routine household maintenance",1999,7.558000000000001
Czech Republic,Health,1999,1.118
Czech Republic,Transport,1999,9.977
Czech Republic,Communication,1999,2.103
Czech Republic,Recreation and culture,1999,11.454000000000002
Czech Republic,Education,1999,0.252
Czech Republic,Restaurants and hotels,1999,6.909000000000002
Czech Republic,Miscellaneous goods and services,1999,5.834000000000001
Denmark,Food and non-alcoholic beverages,1999,17.272000000000002
Denmark,"Alcoholic Beverages, Tobacco, and Narcotics",1999,5.974
Denmark,Clothing and footwear,1999,5.6259999999999994
Denmark,"Housing, Water, Electricity, Gas and Other Fuels",1999,20.058
Denmark,"Furnishings, household equipment and routine household maintenance",1999,6.564
Denmark,Health,1999,0.729
Denmark,Transport,1999,17.908
Denmark,Communication,1999,2.1319999999999997
Denmark,Recreation and culture,1999,9.825000000000001
Denmark,Education,1999,0.343
Denmark,Restaurants and hotels,1999,6.837999999999999
Denmark,Miscellaneous goods and services,1999,6.731000000000001
Estonia,Food and non-alcoholic beverages,1999,32.193000000000005
Estonia,"Alcoholic Beverages, Tobacco, and Narcotics",1999,6.326000000000001
Estonia,Clothing and footwear,1999,8.294
Estonia,"Housing, Water, Electricity, Gas and Other Fuels",1999,22.835
Estonia,"Furnishings, household equipment and routine household maintenance",1999,5.703
Estonia,Health,1999,1.3460000000000003
Estonia,Transport,1999,6.851999999999999
Estonia,Communication,1999,2.315
Estonia,Recreation and culture,1999,6.219
Estonia,Education,1999,0.19100000000000003
Estonia,Restaurants and hotels,1999,3.498
Estonia,Miscellaneous goods and services,1999,4.228000000000001
Finland,Food and non-alcoholic beverages,1999,18.943
Finland,"Alcoholic Beverages, Tobacco, and Narcotics",1999,7.843000000000002
Finland,Clothing and footwear,1999,5.591
Finland,"Housing, Water, Electricity, Gas and Other Fuels",1999,17.049000000000003
Finland,"Furnishings, household equipment and routine household maintenance",1999,5.587000000000001
Finland,Health,1999,1.6130000000000002
Finland,Transport,1999,16.309
Finland,Communication,1999,2.5280000000000005
Finland,Recreation and culture,1999,12.194
Finland,Education,1999,0.203
Finland,Restaurants and hotels,1999,8.329000000000002
Finland,Miscellaneous goods and services,1999,3.8110000000000004
France,Food and non-alcoholic beverages,1999,18.38818388183882
France,"Alcoholic Beverages, Tobacco, and Narcotics",1999,4.326043260432605
France,Clothing and footwear,1999,6.488064880648807
France,"Housing, Water, Electricity, Gas and Other Fuels",1999,15.119151191511918
France,"Furnishings, household equipment and routine household maintenance",1999,7.430074300743008
France,Health,1999,0.5740057400574007
France,Transport,1999,18.13018130181302
France,Communication,1999,2.2890228902289027
France,Recreation and culture,1999,9.792097920979211
France,Education,1999,0.31200312003120034
France,Restaurants and hotels,1999,9.02309023090231
France,Miscellaneous goods and services,1999,8.12808128081281
Germany,Food and non-alcoholic beverages,1999,15.243
Germany,"Alcoholic Beverages, Tobacco, and Narcotics",1999,5.007000000000001
Germany,Clothing and footwear,1999,7.976999999999999
Germany,"Housing, Water, Electricity, Gas and Other Fuels",1999,21.559
Germany,"Furnishings, household equipment and routine household maintenance",1999,8.181999999999999
Germany,Health,1999,0.37
Germany,Transport,1999,15.588999999999997
Germany,Communication,1999,2.479
Germany,Recreation and culture,1999,12.115
Germany,Education,1999,0.254
Germany,Restaurants and hotels,1999,5.41
Germany,Miscellaneous goods and services,1999,5.815
Greece,Food and non-alcoholic beverages,1999,22.543225432254328
Greece,"Alcoholic Beverages, Tobacco, and Narcotics",1999,5.224052240522406
Greece,Clothing and footwear,1999,13.185131851318513
Greece,"Housing, Water, Electricity, Gas and Other Fuels",1999,10.408104081040811
Greece,"Furnishings, household equipment and routine household maintenance",1999,8.710087100871009
Greece,Health,1999,0.6530065300653007
Greece,Transport,1999,13.554135541355414
Greece,Communication,1999,3.316033160331603
Greece,Recreation and culture,1999,4.698046980469805
Greece,Education,1999,1.1160111601116014
Greece,Restaurants and hotels,1999,11.532115321153212
Greece,Miscellaneous goods and services,1999,5.060050600506006
Hungary,Food and non-alcoholic beverages,1999,24.877999999999997
Hungary,"Alcoholic Beverages, Tobacco, and Narcotics",1999,6.755999999999999
Hungary,Clothing and footwear,1999,6.662
Hungary,"Housing, Water, Electricity, Gas and Other Fuels",1999,16.618
Hungary,"Furnishings, household equipment and routine household maintenance",1999,6.188
Hungary,Health,1999,1.9569999999999996
Hungary,Transport,1999,12.149999999999999
Hungary,Communication,1999,3.653
Hungary,Recreation and culture,1999,8.457999999999998
Hungary,Education,1999,0.89
Hungary,Restaurants and hotels,1999,7.329
Hungary,Miscellaneous goods and services,1999,4.460999999999999
Iceland,Food and non-alcoholic beverages,1999,21.02521025210252
Iceland,"Alcoholic Beverages, Tobacco, and Narcotics",1999,4.422044220442204
Iceland,Clothing and footwear,1999,7.060070600706006
Iceland,"Housing, Water, Electricity, Gas and Other Fuels",1999,10.543105431054311
Iceland,"Furnishings, household equipment and routine household maintenance",1999,7.260072600726007
Iceland,Health,1999,0.8340083400834009
Iceland,Transport,1999,18.205182051820522
Iceland,Communication,1999,1.4260142601426014
Iceland,Recreation and culture,1999,14.066140661406616
Iceland,Education,1999,0.20400204002040018
Iceland,Restaurants and hotels,1999,6.848068480684807
Iceland,Miscellaneous goods and services,1999,8.106081060810608
Ireland,Food and non-alcoholic beverages,1999,21.632432648652973
Ireland,"Alcoholic Beverages, Tobacco, and Narcotics",1999,8.97417948358967
Ireland,Clothing and footwear,1999,6.29712594251885
Ireland,"Housing, Water, Electricity, Gas and Other Fuels",1999,7.5821516430328595
Ireland,"Furnishings, household equipment and routine household maintenance",1999,5.588111762235245
Ireland,Health,1999,0.6890137802756054
Ireland,Transport,1999,12.4292485849717
Ireland,Communication,1999,1.9230384607692153
Ireland,Recreation and culture,1999,12.247244944898899
Ireland,Education,1999,0.6990139802796056
Ireland,Restaurants and hotels,1999,17.658353167063343
Ireland,Miscellaneous goods and services,1999,4.280085601712034
Italy,Food and non-alcoholic beverages,1999,18.16381836181638
Italy,"Alcoholic Beverages, Tobacco, and Narcotics",1999,2.983970160298397
Italy,Clothing and footwear,1999,10.736892631073689
Italy,"Housing, Water, Electricity, Gas and Other Fuels",1999,10.583894161058389
Italy,"Furnishings, household equipment and routine household maintenance",1999,10.701892981070188
Italy,Health,1999,1.9789802101978977
Italy,Transport,1999,15.71584284157158
Italy,Communication,1999,2.668973310266897
Italy,Recreation and culture,1999,7.57092429075709
Italy,Education,1999,0.8819911800881991
Italy,Restaurants and hotels,1999,10.704892951070487
Italy,Miscellaneous goods and services,1999,7.307926920730792
Latvia,Food and non-alcoholic beverages,1999,36.036
Latvia,"Alcoholic Beverages, Tobacco, and Narcotics",1999,5.357
Latvia,Clothing and footwear,1999,6.564
Latvia,"Housing, Water, Electricity, Gas and Other Fuels",1999,19.267
Latvia,"Furnishings, household equipment and routine household maintenance",1999,3.724
Latvia,Health,1999,4.1000000000000005
Latvia,Transport,1999,7.3340000000000005
Latvia,Communication,1999,2.836
Latvia,Recreation and culture,1999,5.705
Latvia,Education,1999,1.101
Latvia,Restaurants and hotels,1999,3.9729999999999994
Latvia,Miscellaneous goods and services,1999,4.003
Lithuania,Food and non-alcoholic beverages,1999,38.94622107557849
Lithuania,"Alcoholic Beverages, Tobacco, and Narcotics",1999,8.021839563208735
Lithuania,Clothing and footwear,1999,9.055818883622328
Lithuania,"Housing, Water, Electricity, Gas and Other Fuels",1999,15.443691126177479
Lithuania,"Furnishings, household equipment and routine household maintenance",1999,4.8379032419351615
Lithuania,Health,1999,3.4229315413691723
Lithuania,Transport,1999,6.778864422711546
Lithuania,Communication,1999,1.9469610607787842
Lithuania,Recreation and culture,1999,3.7899242015159698
Lithuania,Education,1999,0.5849883002339953
Lithuania,Restaurants and hotels,1999,3.951920961580769
Lithuania,Miscellaneous goods and services,1999,3.218935621287574
Luxembourg,Food and non-alcoholic beverages,1999,15.810000000000002
Luxembourg,"Alcoholic Beverages, Tobacco, and Narcotics",1999,4.68
Luxembourg,Clothing and footwear,1999,9.190000000000001
Luxembourg,"Housing, Water, Electricity, Gas and Other Fuels",1999,13.990000000000002
Luxembourg,"Furnishings, household equipment and routine household maintenance",1999,13.020000000000001
Luxembourg,Health,1999,0.35000000000000003
Luxembourg,Transport,1999,16.51
Luxembourg,Communication,1999,1.6100000000000003
Luxembourg,Recreation and culture,1999,11.440000000000001
Luxembourg,Education,1999,0.16000000000000003
Luxembourg,Restaurants and hotels,1999,7.300000000000001
Luxembourg,Miscellaneous goods and services,1999,5.940000000000001
Malta,Food and non-alcoholic beverages,1999,17.979
Malta,"Alcoholic Beverages, Tobacco, and Narcotics",1999,5.47
Malta,Clothing and footwear,1999,7.223
Malta,"Housing, Water, Electricity, Gas and Other Fuels",1999,7.187999999999999
Malta,"Furnishings, household equipment and routine household maintenance",1999,10.338999999999999
Malta,Health,1999,3.0499999999999994
Malta,Transport,1999,14.207999999999998
Malta,Communication,1999,0.9109999999999998
Malta,Recreation and culture,1999,6.210999999999999
Malta,Education,1999,1.126
Malta,Restaurants and hotels,1999,20.336
Malta,Miscellaneous goods and services,1999,5.959
