,country,Year,OBS_VALUE,value
758,Slovenia,2020,940.58,0.060848380948084424
759,Slovenia,2021,1024.24,0.08894511896914659
760,Slovenia,2022,1074.43,0.04900218698742487
761,Slovak Republic,1999,69.43,
762,Slovak Republic,2000,94.34,0.3587786259541983
763,Slovak Republic,2001,100.15,0.06158575365698549
764,Slovak Republic,2002,115.01,0.14837743384922608
765,Slovak Republic,2003,134.21,0.1669420050430397
766,Slovak Republic,2004,147.68,0.10036509947097838
767,Slovak Republic,2005,167.76,0.13596966413867806
768,Slovak Republic,2006,182.15,0.08577730090605629
769,Slovak Republic,2007,220.71,0.21169365907219317
770,Slovak Republic,2008,241.19,0.09279144578859122
771,Slovak Republic,2009,295.5,0.22517517310004553
772,Slovak Republic,2010,307.7,0.04128595600676821
773,Slovak Republic,2011,317.0,0.030224244393890265
774,Slovak Republic,2012,327.0,0.03154574132492116
775,Slovak Republic,2013,337.7,0.0327217125382262
776,Slovak Republic,2014,352.0,0.04234527687296419
777,Slovak Republic,2015,380.0,0.07954545454545459
778,Slovak Republic,2016,405.0,0.06578947368421062
779,Slovak Republic,2017,435.0,0.07407407407407418
780,Slovak Republic,2018,480.0,0.10344827586206895
781,Slovak Republic,2019,520.0,0.08333333333333326
782,Slovak Republic,2020,580.0,0.11538461538461542
783,Slovak Republic,2021,623.0,0.07413793103448274
784,Slovak Republic,2022,646.0,0.036918138041733606
785,Turkey,1999,213.51,
786,Turkey,2000,201.62,-0.05568825816121015
787,Turkey,2001,224.17,0.1118440630889792
788,Turkey,2002,174.87,-0.2199223803363518
789,Turkey,2003,176.06,0.006805055183850772
790,Turkey,2004,238.77,0.3561853913438602
791,Turkey,2005,266.15,0.11467102232273718
792,Turkey,2006,333.46,0.2529024985910202
793,Turkey,2007,301.77,-0.09503388712289329
794,Turkey,2008,354.34,0.1742055207608444
795,Turkey,2009,309.94,-0.12530338093356652
796,Turkey,2010,338.33,0.09159837387881531
797,Turkey,2011,384.89,0.13761711938048649
798,Turkey,2012,362.84,-0.05728909558575179
799,Turkey,2013,415.52,0.1451879616359828
800,Turkey,2014,361.76,-0.12938005390835583
801,Turkey,2015,424.26,0.17276647501105713
802,Turkey,2016,518.5,0.22212794041389716
803,Turkey,2017,479.47,-0.07527483124397294
804,Turkey,2018,446.4,-0.06897198990552078
805,Turkey,2019,422.26,-0.05407706093189957
806,Turkey,2020,440.29,0.04269881115900165
807,Turkey,2021,392.57,-0.10838311113129984
808,Turkey,2022,328.49,-0.16323203505107364
809,United Kingdom,1999,,
810,United Kingdom,2000,952.23,
811,United Kingdom,2001,977.41,0.026443191245812514
812,United Kingdom,2002,1109.29,0.1349280240635966
813,United Kingdom,2003,1063.8,-0.04100821246022235
814,United Kingdom,2004,1054.2,-0.009024252679074918
815,United Kingdom,2005,1134.67,0.0763327641813698
816,United Kingdom,2006,1212.61,0.06868957494249406
817,United Kingdom,2007,1314.97,0.08441296047368918
818,United Kingdom,2008,1242.24,-0.05530924659878178
819,United Kingdom,2009,995.28,-0.1988021638330758
820,United Kingdom,2010,1076.46,0.08156498673740065
821,United Kingdom,2011,1136.22,0.05551530015049333
822,United Kingdom,2012,1201.96,0.05785851331608316
823,United Kingdom,2013,1249.85,0.03984325601517513
824,United Kingdom,2014,1251.05,0.000960115213825663
825,United Kingdom,2015,1378.87,0.10217017705127684
826,United Kingdom,2016,1512.36,0.09681115696186016
827,United Kingdom,2017,1393.4,-0.07865852045809185
828,United Kingdom,2018,1399.86,0.004636141811396488
829,United Kingdom,2019,1453.28,0.03816095895303828
830,United Kingdom,2020,1598.69,0.10005642408895743
831,United States,1999,765.12,
832,United States,2000,888.58,0.16136030949393554
833,United States,2001,959.34,0.07963267235364291
834,United States,2002,1012.9,0.05583004982592188
835,United States,2003,851.22,-0.15962089051239015
836,United States,2004,706.79,-0.16967411479993433
837,United States,2005,655.36,-0.07276560222979944
838,United States,2006,756.69,0.1546173095703125
839,United States,2007,677.81,-0.1042434814785449
840,United States,2008,688.81,0.016228736666617394
841,United States,2009,815.79,0.1843469171469636
842,United States,2010,872.32,0.0692947940033588
843,United States,2011,940.48,0.07813646368305216
844,United States,2012,971.22,0.032685437223545444
845,United States,2013,952.46,-0.01931591194580007
846,United States,2014,911.22,-0.04329840623228276
847,United States,2015,1035.06,0.13590570882992026
848,United States,2016,1154.28,0.11518172859544373
849,United States,2017,1192.17,0.032825657552760346
850,United States,2018,1047.83,-0.12107333685632093
851,United States,2019,1097.53,0.04743135814015642
852,United States,2020,1118.63,0.019224987016300377
853,United States,2021,1024.09,-0.08451409313177738
854,United States,2022,1109.54,0.08343993203722344
